No,학년,학수번호,"이수
구분","과목
번호",교과목명,"강의
계획서",비고,학점,시간,"수강
학부(과)/전공",개설대학,"개설
학부(과)/전공",강의요시/강의실,"집중이수제
구분",담당교수,"원어
강의","원어
구분","외국인
과목여부","현재
인원","학부
인원","대학원
인원","제한
인원","과목
해설","강의
유형","강의
종류",교과목유형,영역,"패스
과목",합반
251,1,BKSA64609,기초,7292,열린사고와실용적말하기,,,3.0,3.0, 전체(GLOCAL),교양대학,교양대학, 수0900-1200(교양강의동 604),, 정진헌,,,0,28,28,0,30,,이론+실습,일반,,발표와토론,,0
252,1,BKSA64609,기초,7293,열린사고와실용적말하기,,,3.0,3.0, 전체(GLOCAL),교양대학,교양대학, 목0900-1200(교양강의동 604),, 정진헌,,,0,30,30,0,30,,이론+실습,일반,,발표와토론,,0
253,1,BKSA64609,기초,7295,열린사고와실용적말하기,,,3.0,3.0, 전체(GLOCAL),교양대학,교양대학, 화1500-1800(교양강의동 604),, 정진헌,,,0,30,30,0,30,,이론+실습,일반,,발표와토론,,0
254,9,BKSA04085,심화,7297,영미문화의이해,,,2.0,2.0, 전체(GLOCAL),교양대학,교양대학, 화1000-1200(교양강의동 603),, 양윤정,,,0,44,44,0,60,,이론,일반,,인간과문화,,0
255,9,BKSA04085,심화,7298,영미문화의이해,,,2.0,2.0, 전체(GLOCAL),교양대학,교양대학, 목1000-1200(인문사회관 301),, 박선화,,,0,59,59,0,60,,이론,일반,,인간과문화,,0
256,9,BKSA58217,심화,7299,영상미디어와현대사회,,,2.0,2.0, 전체(GLOCAL),교양대학,교양대학, 수1300-1500(인문사회관 113-1),, 최일,,,0,60,60,0,60,,이론,일반,,융복합,,0
257,9,BKSA13364,심화,7303,영어회화1,,,2.0,2.0, 전체(GLOCAL),교양대학,교양대학, 화1000-1200(교양강의동 406),, 크리스토퍼 헤일,1,영어,0,8,8,0,20,,이론+실습,일반,,글로벌언어,,0
258,9,BKSA13364,심화,7304,영어회화1,,,2.0,2.0, 전체(GLOCAL),교양대학,교양대학, 수1000-1200(교양강의동 406),, 크리스토퍼 헤일,1,영어,0,19,19,0,20,,이론+실습,일반,,글로벌언어,,0
259,9,BKSA13364,심화,7305,영어회화1,,,2.0,2.0, 전체(GLOCAL),교양대학,교양대학, 월1300-1500(교양강의동 503),, 모랄레스저스틴,1,영어,0,12,12,0,20,,이론+실습,일반,,글로벌언어,,0
260,9,BKSA13364,심화,7306,영어회화1,,,2.0,2.0, 전체(GLOCAL),교양대학,교양대학, 화1300-1500(자연과학관 304),, 모랄레스저스틴,1,영어,0,19,19,0,20,,이론+실습,일반,,글로벌언어,,0
261,9,BKSA13364,심화,7307,영어회화1,,,2.0,2.0, 전체(GLOCAL),교양대학,교양대학, 수1300-1500(교양강의동 505),, 모랄레스저스틴,1,영어,0,20,20,0,20,,이론+실습,일반,,글로벌언어,,0
262,9,BKSA13364,심화,7308,영어회화1,,,2.0,2.0, 전체(GLOCAL),교양대학,교양대학, 화1300-1500(교양강의동 503),, 노버트모반,1,영어,0,19,19,0,20,,이론+실습,일반,,글로벌언어,,0
263,9,BKSA13364,심화,7309,영어회화1,,,2.0,2.0, 전체(GLOCAL),교양대학,교양대학, 목1000-1200(교양강의동 505),, 노버트모반,1,영어,0,20,20,0,20,,이론+실습,일반,,글로벌언어,,0
264,9,BKSA13364,심화,7310,영어회화1,,,2.0,2.0, 전체(GLOCAL),교양대학,교양대학, 수1300-1500(교양강의동 503),, 노버트모반,1,영어,0,20,20,0,20,,이론+실습,일반,,글로벌언어,,0
265,9,BKSA12943,심화,7311,영어회화2,,,2.0,2.0, 전체(GLOCAL),교양대학,교양대학, 목1300-1500(교양강의동 406),, 크리스토퍼 헤일,1,영어,0,18,18,0,20,,이론+실습,일반,,글로벌언어,,0
266,9,BKSA58207,심화,7316,영화와애니메이션의이해,,,2.0,2.0, 전체(GLOCAL),교양대학,교양대학, 수1000-1200(교양강의동 303),, 박우성,,,0,59,59,0,60,,이론,일반,,예술과체육,,0
267,9,BKSA58169,심화,7317,영화와창업이야기,,,2.0,2.0, 전체(GLOCAL),교양대학,교양대학, 월1600-1800(교양강의동 102),, 조영빈,,,0,56,56,0,60,,이론,일반,창업,인간과사회,,0
268,9,BKSA58169,심화,7318,영화와창업이야기,,,2.0,2.0, 전체(GLOCAL),교양대학,교양대학, 목1000-1200(교양강의동 102),, 조영빈,,,0,58,58,0,60,,이론,일반,창업,인간과사회,,0
269,9,BKSA63502,소양,7319,영화음악의이해,,,2.0,2.0, 전체(GLOCAL),교양대학,교양대학, 수1500-1700(국제교육관 004),, 문선아,,,0,98,98,0,110,,이론,일반,,실기,Y,0
270,9,BKSA58208,심화,7320,오페라의이해,,,2.0,2.0, 전체(GLOCAL),교양대학,교양대학, 수1200-1400(실시간온라인),, 이성원,,,0,80,80,0,90,,실시간온라인,일반,,예술과체육,,0
271,9,BKSA53742,소양,7321,요가,,,2.0,2.0, 전체(GLOCAL),교양대학,교양대학, 월1100-1300(건국체육관 113),, 손보람,,,0,25,25,0,25,,실험+실습+실기,일반,,실기,Y,0
272,9,BKSA11231,심화,7323,운동과건강관리,,,2.0,2.0, 전체(GLOCAL),교양대학,교양대학, 목1100-1300(교양강의동 403),, 박종석,,,0,58,58,0,60,,이론,일반,,예술과체육,,0
273,9,BKSA11231,심화,7324,운동과건강관리,,,2.0,2.0, 전체(GLOCAL),교양대학,교양대학, 목1300-1500(교양강의동 403),, 박종석,,,0,59,59,0,60,,이론,일반,,예술과체육,,0
274,9,BKSA11231,심화,7325,운동과건강관리,,,2.0,2.0, 전체(GLOCAL),교양대학,교양대학, 목0900-1100(인문사회관 113-1),, 순아름,,,0,59,59,0,60,,이론,일반,,예술과체육,,0
275,9,BKSA51454,소양,7326,운동과다이어트,,,2.0,2.0, 전체(GLOCAL),교양대학,교양대학," 월1100-1200(교양강의동 601), 월1200-1300(건국체육관 100)",, 전유나,,,0,38,38,0,40,,이론+실습,일반,,실기,,0
276,9,BKSA51454,소양,7327,운동과다이어트,,,2.0,2.0, 전체(GLOCAL),교양대학,교양대학," 월1300-1400(교양강의동 601), 월1400-1500(건국체육관 100)",, 전유나,,,0,37,37,0,40,,이론+실습,일반,,실기,,0
277,9,BKSA51454,소양,7328,운동과다이어트,,,2.0,2.0, 전체(GLOCAL),교양대학,교양대학," 목1100-1200(인문사회관 207), 목1200-1300(건국체육관 100)",, 순아름,,,0,34,34,0,35,,이론+실습,일반,,실기,,0
278,9,BKSA58160,심화,7331,유럽의사회와문화,,,2.0,2.0, 전체(GLOCAL),교양대학,교양대학, 월1200-1400(교양강의동 102),, 김미승,,,0,30,30,0,60,,이론,일반,,인간과문화,,0
279,9,BKSA58164,심화,7332,음식인문학,,,2.0,2.0, 전체(GLOCAL),교양대학,교양대학, 화1000-1200(실시간온라인),, 조운아,,,0,75,75,0,80,,실시간온라인,일반,,인간과문화,,0
280,9,BKSA11247,심화,7333,인간과복지,,,2.0,2.0, 전체(GLOCAL),교양대학,교양대학, 월1100-1300(교양강의동 301),, 이현민,,,0,57,57,0,60,,이론,일반,,인간과사회,,0
281,9,BKSA58182,심화,7334,인간의성장과발달,,,2.0,2.0, 전체(GLOCAL),교양대학,교양대학, 화1300-1500(자연과학관 503),, 이지은,,,0,60,60,0,60,,이론,일반,,과학과기술,,0
282,9,BKSA64597,심화,7335,인공지능과인권,,,2.0,2.0, 전체(GLOCAL),교양대학,교양대학, 월1000-1200(교양강의동 403),, 엄주희,,,0,40,40,0,60,,이론,일반,,인간과사회,,0
283,9,BKSA58192,심화,7336,인공지능의이해,,,2.0,2.0, 전체(GLOCAL),교양대학,교양대학, 화1800-2000(국제교육관 001),, 백우진,,,0,86,86,0,100,,기타(E-러닝),일반,,과학과기술,,0
284,9,BKSA64601,소양,7337,인권의가치와현대사회,,,2.0,2.0, 전체(GLOCAL),교양대학,교양대학, 수1400-1600(교양강의동 404),, 한승훈,,,0,57,57,0,65,,이론+실습,일반,,인성,Y,0
285,9,BKSA62947,심화,7339,"인지,정서,행동상의균형잡힌삶",,,2.0,2.0, 전체(GLOCAL),교양대학,교양대학, 수0900-1100(교양강의동 302),, 전종희,,,0,63,63,0,65,,이론,일반,,인간과사회,,0
286,9,BKSA58149,기초,7340,일본어기초,,,3.0,3.0, 전체(GLOCAL),교양대학,교양대학, 화1000-1300(교양강의동 303),, 김범수,,,0,39,39,0,40,,이론,일반,,외국어기초,,0
287,9,BKSA58149,기초,7341,일본어기초,,,3.0,3.0, 전체(GLOCAL),교양대학,교양대학, 화1500-1800(교양강의동 506),, 김범수,,,0,40,40,0,40,,이론,일반,,외국어기초,,0
288,9,BKSA58149,기초,7342,일본어기초,,,3.0,3.0, 전체(GLOCAL),교양대학,교양대학, 수1000-1300(교양강의동 506),, 김범수,,,0,35,35,0,40,,이론,일반,,외국어기초,,0
289,9,BKSA58149,기초,7343,일본어기초,,,3.0,3.0, 전체(GLOCAL),교양대학,교양대학, 수1500-1800(교양강의동 506),, 김범수,,,0,37,37,0,40,,이론,일반,,외국어기초,,0
290,9,BKSA58203,소양,7344,일상스케치를활용한상상구현,,,2.0,2.0, 전체(GLOCAL),교양대학,교양대학, 목1400-1600(종합강의동 405),, 박지수,,,0,34,34,0,35,,이론+실습,일반,,실기,,0
291,9,BKSA58203,소양,7345,일상스케치를활용한상상구현,,,2.0,2.0, 전체(GLOCAL),교양대학,교양대학, 목1600-1800(종합강의동 405),, 박지수,,,0,34,34,0,35,,이론+실습,일반,,실기,,0
292,9,BKSA63514,심화,7346,입트이는영어동사,,,2.0,2.0, 전체(GLOCAL),교양대학,교양대학, 목1400-1600(교양강의동 305),, 양윤정,,,0,42,42,0,60,,이론,일반,,글로벌언어,,0
293,9,BKSA17307,심화,7347,자연과학개론,,,2.0,2.0, 전체(GLOCAL),교양대학,교양대학, 화1500-1700(교양강의동 303),, 정미,,,0,60,60,0,60,,이론,일반,,과학과기술,,0
294,9,BKSA55245,심화,7348,재미있는인간관계의심리학,,,2.0,2.0, 전체(GLOCAL),교양대학,교양대학, 월1400-1600(교양강의동 303),, 송영선,,,0,52,52,0,60,,이론,일반,,인간과사회,,0
295,9,BKSA58155,심화,7349,전쟁으로보는서양사,,,2.0,2.0, 전체(GLOCAL),교양대학,교양대학, 목1000-1200(교양강의동 302),, 송영대,,,0,51,51,0,60,,이론,일반,,인간과문화,,0
296,9,BKSA58180,심화,7350,정보통신기술과스마트정부,,,2.0,2.0, 전체(GLOCAL),교양대학,교양대학, 목1800-2000(국제교육관 001),, 이향수,,,0,96,96,0,100,,기타(E-러닝),일반,,인간과사회,,0
297,9,BKSA63530,심화,7351,주제가있는한국어프리젠테이션,,,2.0,2.0, 전체(GLOCAL),교양대학,교양대학, 목1000-1200(교양강의동 504),, 고경민,,,1,9,9,0,10,,이론,f-러닝,,글로벌언어,,0
298,9,BKSA58109,기초,7352,중국어기초,,,3.0,3.0, 전체(GLOCAL),교양대학,교양대학, 목1500-1800(교양강의동 606),, 이앤슈아이,,,0,41,41,0,45,,이론,일반,,외국어기초,,0
299,9,BKSA58109,기초,7353,중국어기초,,,3.0,3.0, 전체(GLOCAL),교양대학,교양대학, 화1500-1800(교양강의동 405),, 현성준,,,0,40,40,0,40,,이론,일반,,외국어기초,,0
300,9,BKSA58109,기초,7354,중국어기초,,,3.0,3.0, 전체(GLOCAL),교양대학,교양대학, 수1500-1800(교양강의동 606),, 현성준,,,0,39,39,0,40,,이론,일반,,외국어기초,,0
301,9,BKSA58109,기초,7355,중국어기초,,,3.0,3.0, 전체(GLOCAL),교양대학,교양대학, 월0900-1200(교양강의동 606),, 이앤슈아이,,,0,40,40,0,40,,이론,일반,,외국어기초,,0
302,9,BKSA58109,기초,7356,중국어기초,,,3.0,3.0, 전체(GLOCAL),교양대학,교양대학, 월1500-1800(교양강의동 602),, 이앤슈아이,,,0,40,40,0,40,,이론,일반,,외국어기초,,0
303,9,BKSA58109,기초,7357,중국어기초,,,3.0,3.0, 전체(GLOCAL),교양대학,교양대학, 화1500-1800(국제교육관 312),, 이앤슈아이,,,0,33,33,0,35,,이론,일반,,외국어기초,,0
304,9,BKSA58109,기초,7358,중국어기초,,,3.0,3.0, 전체(GLOCAL),교양대학,교양대학, 수1500-1800(교양강의동 405),, 이앤슈아이,,,0,42,42,0,45,,이론,일반,,외국어기초,,0
305,9,BKSA64600,심화,7359,중국어심화,,,2.0,2.0, 전체(GLOCAL),교양대학,교양대학, 화1300-1500(교양강의동 504),, 이앤슈아이,,,0,22,22,0,35,,이론,일반,,글로벌언어,,0
306,9,BKSA58105,소양,7360,중원역사문화론(충주의삶과문화),,,2.0,2.0, 전체(GLOCAL),교양대학,교양대학, 금1000-1200(실시간온라인),, 홍성화,,,0,141,141,0,145,,실시간온라인,일반,,인성,Y,0
307,9,BKSA58200,심화,7361,지식재산권의이해,,,2.0,2.0, 전체(GLOCAL),교양대학,교양대학, 화1600-1800(교양강의동 402),, 신흥수,,,0,56,56,0,60,,이론,일반,창업,예술과체육,,0
308,9,BKSA64607,심화,7362,지역혁신을이끄는로컬이노베이터실무교육과정,,,2.0,2.0, 전체(GLOCAL),교양대학,교양대학, 화1300-1500(교양강의동 102),," 노영희, 김종진, 오득균",,,0,55,55,0,60,,이론,일반,,융복합,,0
309,9,BKSA58193,심화,7363,지역환경과도시건축,,,2.0,2.0, 전체(GLOCAL),교양대학,교양대학, 수1300-1500(자연과학관 513),, 오득균,,,0,59,59,0,70,,이론,일반,,과학과기술,,0
310,9,BKSA62945,소양,7364,지적재산권사례탐구,,,2.0,2.0, 전체(GLOCAL),교양대학,교양대학, 화1400-1600(실시간온라인),, 노현숙,,,0,85,85,0,90,,실시간온라인,일반,,실무,,0
311,9,BKSA51447,심화,7365,창업과경영,,,2.0,2.0, 전체(GLOCAL),교양대학,교양대학, 수1800-2000(국제교육관 004),, 남영호,,,0,96,96,0,100,,기타(E-러닝),일반,창업,인간과사회,,0
312,9,BKSA59478,소양,7366,창업속의법률디자인,,,2.0,2.0, 전체(GLOCAL),교양대학,교양대학, 화1600-1800(인문사회관 113-1),, 이진홍,,,0,32,32,0,35,,이론+실습,일반,창업,실무,Y,0
313,9,BKSA63535,소양,7367,창업에필요한특허·디자인·상표,,,2.0,2.0, 전체(GLOCAL),교양대학,교양대학, 수1000-1200(교양강의동 301),, 신흥수,,,0,56,56,0,60,,이론,일반,,실무,,0
314,1,BKSA64611,기초,7368,창의글쓰기,,,3.0,3.0, 전체(GLOCAL),교양대학,교양대학, 화1500-1800(국제교육관 311),, 조미숙,,,0,32,32,0,35,,이론+실습,일반,,글쓰기,,0
315,1,BKSA64611,기초,7369,창의글쓰기,,,3.0,3.0, 전체(GLOCAL),교양대학,교양대학, 수1500-1800(교양강의동 602),, 조미숙,,,0,36,36,0,40,,이론+실습,일반,,글쓰기,,0
316,1,BKSA64611,기초,7370,창의글쓰기,,,3.0,3.0, 전체(GLOCAL),교양대학,교양대학, 화1500-1800(교양강의동 407),, 안미영,,,0,33,33,0,35,,이론+실습,일반,,글쓰기,,0
317,1,BKSA64611,기초,7371,창의글쓰기,,,3.0,3.0, 전체(GLOCAL),교양대학,교양대학, 수0900-1200(교양강의동 602),, 이광욱,,,0,35,35,0,35,,이론+실습,일반,,글쓰기,,0
318,1,BKSA64611,기초,7372,창의글쓰기,,,3.0,3.0, 전체(GLOCAL),교양대학,교양대학, 목1200-1500(교양강의동 503),, 김선주,,,0,31,31,0,35,,이론+실습,일반,,글쓰기,,0
319,1,BKSA64611,기초,7373,창의글쓰기,,,3.0,3.0, 전체(GLOCAL),교양대학,교양대학, 목1500-1800(교양강의동 601),, 김선주,,,0,35,35,0,35,,이론+실습,일반,,글쓰기,,0
320,9,BKSA58215,심화,7374,창의적문제해결과의사결정,,,2.0,2.0, 전체(GLOCAL),교양대학,교양대학, 화1300-1500(교양강의동 506),, 송영선,,,0,22,22,0,60,,이론,일반,,융복합,,0
321,9,BKSA61155,심화,7375,창조적아이디어발상법,,,2.0,2.0, 전체(GLOCAL),교양대학,교양대학, 수1400-1600(교양강의동 102),, 신흥수,,,0,56,56,0,60,,이론,일반,,과학과기술,,0
322,9,BKSA61155,심화,7376,창조적아이디어발상법,,,2.0,2.0, 전체(GLOCAL),교양대학,교양대학, 수1600-1800(교양강의동 102),, 신흥수,,,0,60,60,0,60,,이론,일반,,과학과기술,,0
323,9,BKSA63538,심화,7377,책과기록의역사,,,2.0,2.0, 전체(GLOCAL),교양대학,교양대학, 월1500-1700(실시간온라인),, 남재우,,,0,77,77,0,80,,실시간온라인,일반,,인간과문화,,0
324,1,BKSA58113,기초,7378,철학의고전,,,3.0,3.0, 전체(GLOCAL),교양대학,교양대학, 수1000-1300(교양강의동 403),, 이동욱,,,0,49,49,0,50,,이론,일반,,인문기초,,0
325,1,BKSA58113,기초,7379,철학의고전,,,3.0,3.0, 전체(GLOCAL),교양대학,교양대학, 목1500-1800(교양강의동 403),, 이동욱,,,0,50,50,0,50,,이론,일반,,인문기초,,0
326,1,BKSA58113,기초,7380,철학의고전,,,3.0,3.0, 전체(GLOCAL),교양대학,교양대학, 화0900-1200(교양강의동 404),, 김인석,,,0,40,40,0,45,,이론,일반,,인문기초,,0
327,1,BKSA58113,기초,7381,철학의고전,,,3.0,3.0, 전체(GLOCAL),교양대학,교양대학, 화1200-1500(교양강의동 404),, 김인석,,,0,45,45,0,45,,이론,일반,,인문기초,,0
328,1,BKSA58113,기초,7382,철학의고전,,,3.0,3.0, 전체(GLOCAL),교양대학,교양대학, 금1000-1300(교양강의동 303),, 이정일,,,0,44,44,0,50,,이론,일반,,인문기초,,0
329,1,BKSA58113,기초,7383,철학의고전,,,3.0,3.0, 전체(GLOCAL),교양대학,교양대학, 금1300-1600(교양강의동 303),, 이정일,,,0,41,41,0,45,,이론,일반,,인문기초,,0
330,9,BKSA53744,소양,7386,축구(중급),,,2.0,2.0, 전체(GLOCAL),교양대학,교양대학, 월1100-1300(글로컬스타디움),, 반재남,,,0,30,30,0,30,,실험+실습+실기,일반,,실기,,0
331,9,BKSA53743,소양,7387,축구(초급),,,2.0,2.0, 전체(GLOCAL),교양대학,교양대학, 월0900-1100(글로컬스타디움),, 반재남,,,0,29,29,0,30,,실험+실습+실기,일반,,실기,,0
332,9,BKSA58204,소양,7388,취미로배우는모형제작,,,2.0,2.0, 전체(GLOCAL),교양대학,교양대학, 화1500-1700(창의예술관 402),, 김성현,,,0,30,30,0,30,,이론+실습,일반,,실기,Y,0
333,9,BKSA64617,소양,7389,취업면접과전략,,,2.0,2.0, 전체(GLOCAL),교양대학,교양대학, 화1000-1200(국제교육관 004),, 김신희,,,0,56,56,0,60,,이론,일반,,실무,Y,0
334,9,BKSA64617,소양,7390,취업면접과전략,,,2.0,2.0, 전체(GLOCAL),교양대학,교양대학, 화1400-1600(국제교육관 004),, 김신희,,,0,52,52,0,60,,이론,일반,,실무,Y,0
335,2,BKSA59472,소양,7391,취업전략수립및역량개발1,,,2.0,2.0, 전체(GLOCAL),교양대학,교양대학, 수1300-1500(교양강의동 401),, 김태완,,,0,52,52,0,55,,이론+실습,일반,,실무,Y,0
336,2,BKSA59472,소양,7392,취업전략수립및역량개발1,,,2.0,2.0, 전체(GLOCAL),교양대학,교양대학, 수1600-1800(교양강의동 401),, 김태완,,,0,51,51,0,55,,이론+실습,일반,,실무,Y,0
337,2,BKSA59472,소양,7393,취업전략수립및역량개발1,,,2.0,2.0, 전체(GLOCAL),교양대학,교양대학, 수1200-1400(교양강의동 305),, 강주성,,,0,51,51,0,55,,이론+실습,일반,,실무,Y,0
338,2,BKSA59472,소양,7394,취업전략수립및역량개발1,,,2.0,2.0, 전체(GLOCAL),교양대학,교양대학, 수1400-1600(교양강의동 305),, 강주성,,,0,52,52,0,55,,이론+실습,일반,,실무,Y,0
339,2,BKSA59472,소양,7395,취업전략수립및역량개발1,,,2.0,2.0, 전체(GLOCAL),교양대학,교양대학, 화1200-1400(교양강의동 401),, 박희주,,,0,40,40,0,50,,이론+실습,일반,,실무,Y,0
340,2,BKSA59472,소양,7396,취업전략수립및역량개발1,,,2.0,2.0, 전체(GLOCAL),교양대학,교양대학, 화1500-1700(교양강의동 401),, 박희주,,,0,40,40,0,50,,이론+실습,일반,,실무,Y,0
341,2,BKSA59472,소양,7397,취업전략수립및역량개발1,,,2.0,2.0, 전체(GLOCAL),교양대학,교양대학, 화1100-1300(교양강의동 402),, 임진호,,,0,50,50,0,55,,이론+실습,일반,,실무,Y,0
342,2,BKSA59472,소양,7398,취업전략수립및역량개발1,,,2.0,2.0, 전체(GLOCAL),교양대학,교양대학, 화1400-1600(교양강의동 402),, 임진호,,,0,49,49,0,50,,이론+실습,일반,,실무,Y,0
343,2,BKSA59472,소양,7399,취업전략수립및역량개발1,,,2.0,2.0, 전체(GLOCAL),교양대학,교양대학, 월1400-1600(교양강의동 401),, 박세진,,,0,37,37,0,50,,이론+실습,일반,,실무,Y,0
344,2,BKSA59472,소양,7400,취업전략수립및역량개발1,,,2.0,2.0, 전체(GLOCAL),교양대학,교양대학, 월1600-1800(교양강의동 401),, 박세진,,,0,47,47,0,50,,이론+실습,일반,,실무,Y,0
345,2,BKSA59472,소양,7401,취업전략수립및역량개발1,,,2.0,2.0, 전체(GLOCAL),교양대학,교양대학, 목1000-1200(교양강의동 401),, 이보람,,,0,50,50,0,55,,이론+실습,일반,,실무,Y,0
346,9,BKSA59473,소양,7402,취업전략수립및역량개발2,,,2.0,2.0, 전체(GLOCAL),교양대학,교양대학, 화1500-1700(교양강의동 503),, 박규원,,,0,31,31,0,35,,이론+실습,일반,,실무,Y,0
347,9,BKSA59474,소양,7403,취업전략수립및역량개발3,,,2.0,2.0, 전체(GLOCAL),교양대학,교양대학, 화1000-1200(교양강의동 305),, 이양희,,,0,33,33,0,35,,이론+실습,일반,,실무,Y,0
348,9,BKSA58194,심화,7404,친환경건축과생활,,,2.0,2.0, 전체(GLOCAL),교양대학,교양대학, 목1400-1600(자연과학관 506),, 김정호,,,0,52,52,0,60,,이론,일반,,과학과기술,,0
349,1,BKSA56558,기초,7406,컴퓨팅적사고,,,3.0,3.0, 전체(GLOCAL),교양대학,교양대학, 목0900-1200(자연과학관 401),, 선우하식,,,0,35,35,0,35,,이론+실습,일반,,과학기초,,0
350,1,BKSA56558,기초,7407,컴퓨팅적사고,,,3.0,3.0, 전체(GLOCAL),교양대학,교양대학, 수0900-1200(종합강의동 301-B),, 고명철,,,0,32,32,0,35,,이론+실습,일반,,과학기초,,0
351,1,BKSA56558,기초,7408,컴퓨팅적사고,,,3.0,3.0, 전체(GLOCAL),교양대학,교양대학, 화1500-1800(종합강의동 301-B),, 고명철,,,0,35,35,0,35,,이론+실습,일반,,과학기초,,0
352,1,BKSA56558,기초,7409,컴퓨팅적사고,,,3.0,3.0, 전체(GLOCAL),교양대학,교양대학, 금1030-1330(종합강의동 301-B),, 한상철,,,0,33,33,0,35,,이론+실습,일반,,과학기초,,0
353,9,BKSA53751,심화,7410,클래식음악여행,,,2.0,2.0, 전체(GLOCAL),교양대학,교양대학, 화1000-1200(실시간온라인),, 박지선,,,0,77,77,0,80,,실시간온라인,일반,,예술과체육,,0
354,9,BKSA58162,심화,7411,테마별로배우는중국문화,,,2.0,2.0, 전체(GLOCAL),교양대학,교양대학, 목1300-1500(교양강의동 303),, 장미경,,,0,37,37,0,40,,이론,일반,,인간과문화,,0
355,1,BKSA58227,심화,7412,테마별로배우는한국문화2,,,2.0,2.0, 전체(GLOCAL),교양대학,교양대학, 목1300-1500(교양강의동 504),, 이앤슈아이,,,1,12,12,0,35,,이론,일반,,인간과문화,,0
356,9,BKSA51421,심화,7413,토익1,,,2.0,2.0, 전체(GLOCAL),교양대학,교양대학, ,, 강석한,,,0,680,680,0,700,,기타(E-러닝),일반,,글로벌언어,,0
357,9,BKSA51422,심화,7414,토익2,,,2.0,2.0, 전체(GLOCAL),교양대학,교양대학, ,, 양윤정,,,0,489,489,0,500,,기타(E-러닝),일반,,글로벌언어,,0
358,9,BKSA62510,심화,7416,팬덤과대중문화콘텐츠의이해,,,2.0,2.0, 전체(GLOCAL),교양대학,교양대학, 화1430-1630(자연과학관 504),, 이광욱,,,0,58,58,0,60,,이론,일반,,인간과문화,,0
359,9,BKSA51431,기초,7417,프랑스어기초,,,3.0,3.0, 전체(GLOCAL),교양대학,교양대학, 월1500-1800(교양강의동 506),, 김동규,,,0,42,42,0,45,,이론,일반,,외국어기초,,0
360,9,BKSA51431,기초,7418,프랑스어기초,,,3.0,3.0, 전체(GLOCAL),교양대학,교양대학, 월1200-1500(교양강의동 404),, 한용택,,,0,39,39,0,40,,이론,일반,,외국어기초,,0
361,9,BKSA45233,심화,7420,프랑스어회화,,,2.0,2.0, 전체(GLOCAL),교양대학,교양대학, 수1300-1500(교양강의동 603),, 박우성,,,0,11,11,0,20,,이론+실습,일반,,글로벌언어,,0
362,9,BKSA58190,심화,7421,프로그래밍활용,,,2.0,2.0, 전체(GLOCAL),교양대학,교양대학, 수1600-1800(종합강의동 301-B),, 황선민,,,0,34,34,0,35,,이론+실습,일반,,과학과기술,,0
363,9,BKSA59488,심화,7422,한국고중세사특강,,,2.0,2.0, 전체(GLOCAL),교양대학,교양대학, 월1300-1500(실시간온라인),, 홍성화,,,0,77,77,0,85,,실시간온라인,일반,,인간과문화,,0
364,1,BKSA54945,심화,7423,한국어고급표현2,,,2.0,2.0, 전체(GLOCAL),교양대학,교양대학, 금1300-1500(교양강의동 405),, 신동선,,,1,9,9,0,20,,이론+실습,일반,,글로벌언어,,0
365,1,BKSA54943,심화,7425,한국어작문2,,,2.0,2.0, 전체(GLOCAL),교양대학,교양대학, 수1300-1500(교양강의동 504),, 김은영,,,1,13,13,0,35,,이론+실습,일반,,글로벌언어,,0
366,1,BKSA54941,심화,7427,한국어회화2,,,2.0,2.0, 전체(GLOCAL),교양대학,교양대학, 수1500-1700(교양강의동 504),, 김은영,,,1,15,15,0,20,,이론+실습,일반,,글로벌언어,,0
367,9,BKSA59489,심화,7429,한국중근세사특강,,,2.0,2.0, 전체(GLOCAL),교양대학,교양대학, 월1500-1700(실시간온라인),, 홍성화,,,0,74,74,0,80,,실시간온라인,일반,,인간과문화,,0
368,9,BKSA64605,심화,7432,한일교류의역사,,,2.0,2.0, 전체(GLOCAL),교양대학,교양대학, 목1300-1500(교양강의동 402),, 홍성화,,,0,56,56,0,60,,이론,일반,,인간과문화,,0
369,9,BKSA58163,심화,7433,한자를통해배우는삶의지혜,,,2.0,2.0, 전체(GLOCAL),교양대학,교양대학, 목1500-1700(교양강의동 303),, 장미경,,,0,44,44,0,60,,이론,일반,,인간과문화,,0
370,9,BKSA58147,심화,7434,한중소통연습,,,2.0,2.0, 전체(GLOCAL),교양대학,교양대학, 화1500-1700(교양강의동 504),, 정인숙,,,0,13,13,0,20,,이론,일반,,글로벌언어,,0
371,9,BKSA51469,소양,7435,헬스앤휘트니스,,,2.0,2.0, 전체(GLOCAL),교양대학,교양대학," 화1200-1300(교양강의동 606), 화1300-1400(건국체육관 100)",, 박희영,,,0,35,35,0,35,,이론+실습,일반,,실기,,0
372,9,BKSA51469,소양,7436,헬스앤휘트니스,,,2.0,2.0, 전체(GLOCAL),교양대학,교양대학," 수0900-1000(교양강의동 601), 수1000-1100(글로컬스타디움)",, 김기운,,,0,35,35,0,40,,이론+실습,일반,,실기,,0
373,9,BKSA51469,소양,7437,헬스앤휘트니스,,,2.0,2.0, 전체(GLOCAL),교양대학,교양대학," 목1200-1300(교양강의동 305), 목1300-1400(글로컬스타디움)",, 정수봉,,,0,34,34,0,35,,이론+실습,일반,,실기,,0
